Recipe Name,Calories,Personal Points,Image URL,Recipe Keys,Summary,URL
Strawberry Cheesecake Dip,Cals:103,6,https://www.skinnytaste.com/wp-content/uploads/2021/09/Strawberry-Cheesecake-Dip-10.jpg,"GF, KF, Q",Strawberry Cheesecake Dip tastes just like cheesecake in dip form – perfect for serving with fresh fruit or graham crackers.,https://www.skinnytaste.com/strawberry-cheesecake-dip/
Chicken Romano Meatballs,Cals:295,2,https://www.skinnytaste.com/wp-content/uploads/2021/09/Chicken-Romano-Meatballs-9.jpg,GF,"These flavor-packed Chicken Romano Meatballs stuffed with Romano cheese, herbs, and garlic are topped with a lemony white wine pan sauce.",https://www.skinnytaste.com/chicken-romano-meatballs/
Chicken Cacciatore,Cals:288,7,https://www.skinnytaste.com/wp-content/uploads/2008/06/Chicken-Cacciatore-3.jpg,"FM, HF, KF",Chicken Cacciatore is a rustic Italian chicken dish made with bell peppers and mushrooms simmered in tomato sauce.,https://www.skinnytaste.com/chicken-cacciatore-43-pts/
Summer Vegetables with Sausage and Potatoes Skillet (One Pot),Cals:307,4,https://www.skinnytaste.com/wp-content/uploads/2012/07/Summer-Vegetables-with-Sausage-and-Potatoes-7.jpg,"DF, GF, W","This easy one-pot skillet dinner is made with chicken sausage, bell peppers, zucchini, baby red potatoes and fresh herbs.",https://www.skinnytaste.com/summer-vegetables-with-sausage-and/
Chicken Cutlet Caprese Salad,Cals:462,10,https://www.skinnytaste.com/wp-content/uploads/2021/09/Chicken-Cutlet-Caprese-Salad-7.jpg,"GF, MP","Chicken Cutlet Caprese Salad takes advantage of end-of-summer heirloom tomatoes with lightly pan-fried chicken cutlets, fresh mozzarella, and basil.",https://www.skinnytaste.com/chicken-cutlet-caprese-salad/
Spicy Sriracha Tofu Rice Bowls (Air Fryer or Oven),Cals:453,6,https://www.skinnytaste.com/wp-content/uploads/2021/08/Spicy-Sriracha-Tofu-Rice-Bowls-11.jpg,"AF, DF, GF, HP, HF, Q, V",These Spicy Sriracha Tofu Rice Bowls make a flavorful protein-packed meatless meal that comes together quickly!,https://www.skinnytaste.com/sriracha-tofu/
Beef Stew with Pumpkin,Cals:600,2,https://www.skinnytaste.com/wp-content/uploads/2021/09/Beef-Stew-with-Pumpkin-8.jpg,"DF, FM, GF, PC, SC",This hearty beef stew cooks low and slow on the stove with pumpkin (or butternut/acorn squash) added when the beef is tender. Serve with crusty bread to soak up every last drop!,https://www.skinnytaste.com/beef-stew-with-pumpkin/
Cilantro Lime Chicken Breast (Grilled or Air Fryer),Cals:217,0,https://www.skinnytaste.com/wp-content/uploads/2021/08/Cilantro-Lime-Chicken-Breast-5.jpg,"AF, DF, GF, HP, LC, MP","Cilantro Lime Chicken Breast is marinated in olive oil, lime juice, lime zest, garlic, and cilantro and cooked in the air fryer or on the grill/grill pan.",https://www.skinnytaste.com/cilantro-lime-chicken-breast/
The Skinnytaste Ultimate Meal Planner,,,https://www.skinnytaste.com/wp-content/uploads/2021/08/SkinnytasteUltimateMealPlanner.jpg,,I’m so excited to share Skinnytaste Ultimate Meal Planner is now available for pre-order!,https://www.skinnytaste.com/the-skinnytaste-ultimate-meal-planner/
Oven Fried Chicken,Cals:184,6,https://www.skinnytaste.com/wp-content/uploads/2009/07/Oven-Fried-Chicken-6.jpg,"AF, DF, GF, KF","Oven fried chicken is moist on the inside, golden and extra crispy on the outside from a secret ingredient – bran flakes! You can also make it in the air fryer!",https://www.skinnytaste.com/oven-fried-chicken/
Sausage and Pepper Stromboli (Stuffed Sausage Bread),Cals:272,7,https://www.skinnytaste.com/wp-content/uploads/2021/08/Spicy-Sausage-and-Pepper-Bread-11.jpg,,"This easy Sausage, Pepper and Onion Stromboli (Stuffed Sausage Bread) is stuffed with Italian chicken sausage, peppers, onions, spicy pomodoro fresco, and mozzarella cheese.",https://www.skinnytaste.com/sausage-pepper-and-onion-stromboli/
Portuguese Seafood Stew,Cals:447,4,https://www.skinnytaste.com/wp-content/uploads/2009/03/Portugese-Seafood-Stew-7.jpg,"DF, GF, HP, LC, Q","Portuguese Seafood Stew made with clams, shrimp, scallops and chorizo comes together in minutes!",https://www.skinnytaste.com/portuguese-seafood-stew/
Air Fryer Roasted Cauliflower Tacos,Cals:284,11,https://www.skinnytaste.com/wp-content/uploads/2021/08/Air-Fryer-Roasted-Cauliflower-Tacos-6.jpg,"AF, HF, V","When you want meatless tacos, try these roasted cauliflower tacos made in the air fryer!",https://www.skinnytaste.com/air-fryer-roasted-cauliflower-tacos/
Coconut Red Curry Shrimp Skewers,Cals:252,1,https://www.skinnytaste.com/wp-content/uploads/2021/07/Coconut-Red-Curry-Shrimp-Skewers-4.jpg,"DF, GF, LC, W","Coconut Red Curry Shrimp Skewers with bell pepper and onions are so flavorful, thanks to one of my favorite pantry staples – red curry paste.",https://www.skinnytaste.com/coconut-red-curry-shrimp-skewers/
Banana Nut Protein Oats,Cals:388,3,https://www.skinnytaste.com/wp-content/uploads/2021/08/Banana-Nut-Protein-Oats-5.jpg,"GF, HP, HF, Q, V","This protein-packed bowl of oatmeal, sweetened with ripe banana and just a touch of maple syrup, uses vanilla protein shake and egg whites to add more protein and make the oats creamy.",https://www.skinnytaste.com/banana-nut-protein-oats/
Spice Rubbed Grilled Salmon with Black Beans and Corn,Cals:442,1,https://www.skinnytaste.com/wp-content/uploads/2012/04/Smoky-Spice-Rubbed-Grilled-Salmon-with-Black-Beans-and-Corn-14.jpg,"DF, GF, HF, Q",Grilled salmon seasoned with a smokey rub served with a fresh black beans and corn salsa.,https://www.skinnytaste.com/smoky-spice-rubbed-grilled-salmon-with/
Skinnytaste Air Fryer Dinners – Cookbook Cover Reveal,,,https://www.skinnytaste.com/wp-content/uploads/2021/07/Skinnytaste-1.jpg,AF,"I have big news! You all know how much I love my air fryer, my new cookbookSkinnytaste Air Fryer Dinners: 75 Healthy Recipes for Easy Weeknight Mealsis out for pre-order!",https://www.skinnytaste.com/skinnytaste-air-fryer-dinners-cookbook/
"Grilled Steak With Tomatoes, Red Onion and Balsamic",Cals:198,1,https://www.skinnytaste.com/wp-content/uploads/2017/08/Grilled-Flank-Steak-with-Tomatoes-Red-Onion-and-Balsamic-8.jpg,"GF, LC, Q, W","This Grilled Steak topped with fresh chopped tomatoes, red onion, balsamic vinegar, and olive oil is one of my favorite ways to make steak in the summer.",https://www.skinnytaste.com/grilled-flank-steak-with-tomatoes-red/
Baby Red Potato Salad with Apples,Cals:119,1,https://www.skinnytaste.com/wp-content/uploads/2012/07/potato-salad-11.jpg,"DF, GF, Q, V",Apples add a sweet crunch to every bite of this lightened up potato salad.,https://www.skinnytaste.com/summer-potato-salad-with-apples/
Strawberry Scones,Cals:201,8,https://www.skinnytaste.com/wp-content/uploads/2010/06/Low-Fat-Strawberry-Scones-8.jpg,"KF, MP","Strawberry Scones made lighter, a wonderful breakfast and a delicious way to use up fresh summer strawberries!",https://www.skinnytaste.com/low-fat-strawberry-scones/
Cilantro Chicken Salad,Cals:160.5,1,https://www.skinnytaste.com/wp-content/uploads/2010/06/Cilantro-Chicken-Salad-5.jpg,"DF, GF, LC, MP, Q","This easy chicken salad recipe is made with scallions, cilantro with a hint of lime. It's a tasty twist on traditional chicken salad with some Latin flavor!",https://www.skinnytaste.com/cilantro-chicken-salad/
Foil Packet Cheesy Sausage and Peppers,Cals:223,5,https://www.skinnytaste.com/wp-content/uploads/2021/06/Foil-Packet-Cheesy-Sausage-and-Peppers-9.jpg,"GF, LC","Foil Packet Cheesy Sausage and Peppers are so easy to make on the grill if you’re camping, vacationing, or just looking for an easy dinner with even easier cleanup!",https://www.skinnytaste.com/foil-packet-cheesy-sausage-and-peppers/
Air Fryer Burst Tomato Burrata Caprese Salad,Cals:307,12,https://www.skinnytaste.com/wp-content/uploads/2021/07/Air-Fryer-Burst-Tomato-Burrata-Caprese-Salad-5.jpg,"AF, GF, LC, Q, V",Burst tomatoes are so quick and easy to make in the air fryer. Adding burrata cheese and arugula turns this into a delicious summer salad.,https://www.skinnytaste.com/air-fryer-burst-tomato-burrata-caprese-salad/
Red White and Blue Fruit Skewers with Cheesecake Yogurt Dip,Cals:105,3,https://www.skinnytaste.com/wp-content/uploads/2013/05/strawberry-blueberry-skewers-05.jpg,"KF, Q, V",Easy Red White and Blue Fruit Skewers with Cheesecake Yogurt Dip is the perfect no-bake dessert for the summer!,https://www.skinnytaste.com/red-white-and-blue-fruit-skewers-with/
Mexican Adobo Rubbed Grilled Pork Tenderloin,Cals:182,1,https://www.skinnytaste.com/wp-content/uploads/2013/04/Grilled-Pork_10.jpg,"DF, GF, LC",Make this flavorful grilled pork tenderloin seasoned with homemade Mexican adobo seasoning for a tasty weeknight dinner!,https://www.skinnytaste.com/mexican-adobo-rubbed-grilled-pork/
Grilled Bruschetta Chicken,Cals:282,3,https://www.skinnytaste.com/wp-content/uploads/2017/05/Grilled-Chicken-Bruschetta-3.jpg,"GF, LC, Q, W","Grilled Chicken Bruschetta is a summer staple in my house! Basically a caprese made with juicy tomatoes, mozzarella, basil, red onion, garlic and balsamic, a delicious weeknight meal!",https://www.skinnytaste.com/grilled-chicken-bruschetta/
Caesar-Marinated Chicken Kabobs with Zucchini and Grilled Romaine,Cals:289,3,https://www.skinnytaste.com/wp-content/uploads/2021/06/Chicken-Caesar-Skewers-8.jpg,"GF, HP, LC",Caesar-Marinated Chicken Kabobs with Zucchini and Grilled Romaine,https://www.skinnytaste.com/caesar-marinated-chicken-kabobs-with-zucchini-and-grilled-romaine/
Grilled Shrimp Panzanella Skewers,Cals:216,1,https://www.skinnytaste.com/wp-content/uploads/2021/06/Shrimp-Panzanella-Skewers-4.jpg,"DF, Q","Grilled Shrimp Panzanella Skewers, layered with summer peaches, tomatoes, and sourdough bread, finished with balsamic and fresh basil.",https://www.skinnytaste.com/grilled-shrimp-panzanella-skewers/
Mayo-less Tuna Pasta Salad,Cals:271.5,5,https://www.skinnytaste.com/wp-content/uploads/2011/05/Mayo-less-Tuna-Salad-5.jpg,"GF, MP, Q",This Mayo-less Tuna Pasta Salad is the answer if you’re not a fan of mayonnaise and love a cold tuna pasta salad for lunch on a hot summer day.,https://www.skinnytaste.com/mayo-less-tuna-salad/
Arroz Congri (Cuban Rice and Black Beans),Cals:143,5,https://www.skinnytaste.com/wp-content/uploads/2011/02/arroz-congri-rice-10.jpg,"DF, GF, HF, V",Arroz Congri is a Cuban black beans and rice dish using canned black beans that can be served as a side dish or meatless main dish.,https://www.skinnytaste.com/arroz-congri-cuban-rice-and-black-beans/
Asparagus and Swiss Cheese Frittata,Cals:243,3,https://www.skinnytaste.com/wp-content/uploads/2013/05/Asparagus-and-Swiss-Cheese-Frittata-7.jpg,"GF, LC, Q, V","Asparagus and Swiss Cheese Frittata made with Spring asparagus, shallots and Swiss cheese – a delicious combination perfect for breakfast, lunch or dinner!",https://www.skinnytaste.com/asparagus-and-swiss-cheese-frittata/
Shrimp Ceviche,Cals:147,1,https://www.skinnytaste.com/wp-content/uploads/2021/06/Shrimp-Ceviche-8.jpg,"DF, GF, HP, Q, W","Bright, zesty shrimp ceviche with lime, cucumber, jalapeño, and cilantro—perfect with chips or tostones. The perfect summer appetizer!",https://www.skinnytaste.com/shrimp-ceviche/
"Ground Turkey Skillet with Zucchini, Corn, Black Beans and Tomato",Cals:266,0,https://www.skinnytaste.com/wp-content/uploads/2021/06/Santa-Fe-Turkey-Zucchini-Bowls_-4.jpg,"DF, GF, HF, MP, Q","This quick, one-pot Ground Turkey Skillet with zucchini, corn, tomatoes, and black beans is great for weeknight dinner or meal prep!",https://www.skinnytaste.com/ground-turkey-skillet-with-zucchini-corn-black-beans-and-tomato/
Grilled Flank Steak with Black Bean and Corn Salsa,Cals:250,0,https://www.skinnytaste.com/wp-content/uploads/2012/05/grilled-flank-steak-10.jpg,"DF, GF, Q","Grilled Flank Steak with a tomato, corn and black bean salsa, an easy flavorful weeknight dish!",https://www.skinnytaste.com/grilled-flank-steak-with-black-beans/
Shrimp Egg Rolls (Air Fryer or Baked),Cals:137,2,https://www.skinnytaste.com/wp-content/uploads/2021/06/Air-Fryer-Shrimp-Egg-Rolls-9.jpg,"AF, DF, Q","Easy Shrimp Egg Rolls inspired by my favorite Chinese take-out only healthier, loaded with shrimp in every bite. Air fryer or baked!",https://www.skinnytaste.com/shrimp-egg-rolls/
Lobster Roll Pasta Salad,Cals:282,6,https://www.skinnytaste.com/wp-content/uploads/2021/05/Lobster-Roll-Pasta-Salad-11.jpg,Q,"Lobster Roll Pasta Salad, inspired by one of my favorite summer sandwiches – a lobster roll – is loaded with lobster in every bite!",https://www.skinnytaste.com/lobster-roll-pasta-salad/
"Grilled Chicken, Strawberry, Avocado Salad with Citrus Dressing",Cals:399,7,https://www.skinnytaste.com/wp-content/uploads/2022/06/Grilled-Chicken-Salad-with-Strawberries-5.jpg,"DF, GF, HF, LC, MP",This Grilled Chicken Salad is full of fresh strawberries and avocado over butter lettuce with a delicious citrus dressing and toasted almonds.,https://www.skinnytaste.com/grilled-chicken-strawberry-avocado-salad/
Triple Berry Crisp,Cals:152,5,https://www.skinnytaste.com/wp-content/uploads/2011/07/Triple-Berry-Crisp_11.jpg,"GF, KF, V","When summer berries are at their peak, make this warm berry crisp and enjoy it with a scoop of frozen yogurt or whipped cream.",https://www.skinnytaste.com/triple-berry-crisp/
Ambrosia Fruit Salad,Cals:163,6,https://www.skinnytaste.com/wp-content/uploads/2021/05/ambrosia-salad-04-1.jpg,"GF, KF, Q","With a variety of fresh fruit, whipped cream, walnuts, and marshmallows,Ambrosia Fruit Saladis ready in minutes. The perfect summer dessert to bring to your next potluck!",https://www.skinnytaste.com/skinny-ambrosia-salad/
Chicken and Broccoli Recipe,Cals:249,4,https://www.skinnytaste.com/wp-content/uploads/2018/05/Chicken-and-Broccoli-Stir-Fry.jpg,"DF, GF, HP, LC, Q","This easy Chicken and Broccoli recipe is made with strips of chicken breast and broccoli in a ginger-garlic stir-fry sauce that's a delicious, quick weeknight dinner!",https://www.skinnytaste.com/chicken-and-broccoli-stir-fry/
Air Fryer Chicken Sandwich with Sriracha Mayo,Cals:334,5,https://www.skinnytaste.com/wp-content/uploads/2021/05/air-fryer-chicken-sandwich-21.jpg,"AF, HF, KF","This spicy, Air Fryer Chicken Sandwich inspired by Chick-fil-a is made with lean chicken breast brined in pickle juice and buttermilk, served with pickles and sriracha mayo  – SO good!",https://www.skinnytaste.com/air-fryer-chicken-sandwich/
Skillet Cajun Spiced Fish with Tomatoes,Cals:206,0,https://www.skinnytaste.com/wp-content/uploads/2012/03/Skillet-Flounder-with-Tomatoes-6.jpg,"DF, GF, LC, Q","Cajun spices, tomatoes, onions and peppers give any white fish extra pizazz and a little kick. Super easy and quick!",https://www.skinnytaste.com/skillet-flounder-with-tomatoes-425/
"Quinoa Salad with Kale, Cranberries and Mint",Cals:191,5,https://www.skinnytaste.com/wp-content/uploads/2021/05/Quinoa-Salad-with-Kale-Cranberries-and-Mint-7.jpg,"DF, GF, MP, V","This healthy Quinoa Salad with Kale, Cranberries and Mint is perfect for bringing to a potluck or serving with anything you’re grilling.",https://www.skinnytaste.com/quinoa-salad-with-kale-cranberries-and-mint/
Oatmeal Berry Smoothie Bowl,Cals:154,0,https://www.skinnytaste.com/wp-content/uploads/2021/05/Oatmeal-Berry-Smoothie-Bowl-8.jpg,"DF, HF, KF, MP, Q, V","When you want oatmeal AND a smoothie bowl, try this delicious Oatmeal Berry Smoothie Bowl made with oats, frozen berries and bananas.",https://www.skinnytaste.com/oatmeal-berry-smoothie-bowl/
Cheeseburger Crunch Wrap,Cals:354,7,https://www.skinnytaste.com/wp-content/uploads/2021/05/Cheeseburger-Crunch-Wrap-11.jpg,"AF, HF, KF, LC, Q","This Cheeseburger Crunch Wrap is so easy, stuffed with classic burger ingredients and wrapped in a crunchy tortilla. Use any burger meat you wish here!",https://www.skinnytaste.com/cheeseburger-crunch-wrap/
Salmon Fried Rice,Cals:408,4,https://www.skinnytaste.com/wp-content/uploads/2020/12/Salmon-Fried-Rice-3.jpg,"DF, GF, Q",This quick Salmon Fried Rice for one is made with with frozen brown rice and riced cauliflower for a quick meal you can whip up for lunch or dinner.,https://www.skinnytaste.com/salmon-fried-rice/
Bisteces a la Mexicana (Mexican Style Beef Stew),Cals:227,1,https://www.skinnytaste.com/wp-content/uploads/2021/05/Bistecas-a-la-Mexicana-8.jpg,"DF, GF","Bisteces a la Mexicana is a flavorful Mexican-style beef stew that cooks on low heat with tomatoes, jalapenos, onion, and Mexican herbs and spices.",https://www.skinnytaste.com/bisteces-a-la-mexicana-mexican-beef-stew/
Quick and Delicioso Cuban Style Black Beans,Cals:114,1,https://www.skinnytaste.com/wp-content/uploads/2011/01/Cuban-Black-Beans-9.jpg,"DF, GF, HF, Q, V","These are my go-to Cuban Style Black Beans when I want a quick side dish from canned beans to go with rice and steak,pernil, chicken and more.",https://www.skinnytaste.com/quick-and-deliciouso-cuban-style-black/
Strawberries and Yogurt Whipped Cream,Cals:125,6,https://www.skinnytaste.com/wp-content/uploads/2021/04/Strawberries-and-Yogurt-Whipped-Cream-10.jpg,"GF, KF, Q, V",This lighter Strawberries and Cream folds Greek yogurt right into the whipped cream for a healthier (and yummier) spin on the classic!,https://www.skinnytaste.com/strawberries-and-cream/
Air Fryer Bacon Wrapped Pork Tenderloin,Cals:153,1,https://www.skinnytaste.com/wp-content/uploads/2021/04/Bacon-Wrapped-Pork-Loin-7.jpg,"AF, DF, GF, HP, KF, LC, Q, W",This quick and simple Bacon-Wrapped Pork Tenderloin cooked in the air fryer is perfect for weeknight dinners and packed with so much flavor!,https://www.skinnytaste.com/air-fryer-bacon-wrapped-pork-tenderloin/
